Dates;CAC40;MICHELIN;LOREAL;SAFRAN;SODEXO;VIVENDI
07/01/2015;4112.73;72.17;134.9;52.16;79.55;19.84
08/01/2015;4260.19;75.04;139.8;53.72;81.42;20.3
09/01/2015;4179.07;74.3;137.8;53.97;79.83;20.245
12/01/2015;4228.24;75.76;140.9;54.01;81.22;20.365
13/01/2015;4290.28;77.23;142.65;54.21;82.16;20.58
14/01/2015;4223.24;75.43;141.6;53.95;81.11;20.43
15/01/2015;4323.2;76.84;146.1;54.85;82.35;20.62
16/01/2015;4379.62;78;146.65;55.2;83.55;20.64
19/01/2015;4394.93;79.12;146.75;56.17;84.86;20.57
20/01/2015;4446.02;79.72;148.7;55.74;86.09;20.735
21/01/2015;4484.82;80.75;149.8;55.48;86.43;20.65
22/01/2015;4552.8;83.37;150.25;56.69;86.99;20.815
23/01/2015;4640.69;84.74;155.65;59.44;87.9;21.14
26/01/2015;4675.13;85.35;158.65;59.27;89.58;21.23
27/01/2015;4624.21;83.53;156.3;59.09;89.2;21.22
28/01/2015;4610.94;84.4;157;59.29;90.01;21.16
29/01/2015;4631.43;86.15;160.2;59.74;89.05;21.155
30/01/2015;4604.25;86.73;159.05;59.19;88.13;21.035
02/02/2015;4627.67;88.23;157.7;58.93;87.17;21.01
03/02/2015;4677.9;88.2;155.75;59.08;86.97;21.13
04/02/2015;4696.3;88.23;157.95;59.91;88.05;21
05/02/2015;4703.3;89.09;158;60.57;88.05;20.865
06/02/2015;4691.03;88.2;157.6;60.36;87.38;20.815
09/02/2015;4651.08;86.34;155.95;59.18;86.66;20.495
10/02/2015;4695.65;84.13;157.55;60.53;87.68;20.645
11/02/2015;4679.38;84;158.4;60.3;87.7;20.74
12/02/2015;4726.2;84.28;157.9;60.77;87.8;20.805
13/02/2015;4759.36;84.16;156.05;60.46;87.27;20.715
16/02/2015;4751.95;83.88;154.5;60.81;87.31;20.68
17/02/2015;4753.99;83.51;155.4;60.51;87.09;20.815
18/02/2015;4799.03;84.95;155.45;61.2;87.37;20.945
19/02/2015;4833.28;85.14;157.1;61.2;88.12;21.315
20/02/2015;4830.9;85.57;157.6;61.63;87.65;21.15
23/02/2015;4862.3;86;158.75;61.69;89.42;21.39
24/02/2015;4886.44;86.26;159.3;60.92;89.59;21.56
25/02/2015;4882.22;84.54;159.45;63.03;89.37;21.56
26/02/2015;4910.62;84.17;161.2;62.52;90.19;21.775
27/02/2015;4951.48;85.98;162.25;62.9;90.06;21.815
02/03/2015;4917.32;85.24;162.1;63.76;89.74;20.74
03/03/2015;4869.25;83.59;161.1;63;89.3;21.035
04/03/2015;4917.35;83.54;163.3;63.77;90.44;21.405
05/03/2015;4963.51;83.96;164.75;65.67;91.42;21.615
06/03/2015;4964.35;84.51;165.6;65.63;91.36;21.56
09/03/2015;4937.2;85.49;165.3;65.84;91.2;21.52
10/03/2015;4881.95;84.55;164.8;66.08;90.4;21.6
11/03/2015;4997.75;86.94;169.7;67.75;91.65;22
12/03/2015;4987.33;87.05;169.05;66.8;92.58;21.75
13/03/2015;5010.46;90.55;171.75;66.57;93.24;22.005
16/03/2015;5061.16;91.99;173.3;68.05;93.59;22.005
17/03/2015;5028.93;91.6;172.5;66.6;93.43;21.845
18/03/2015;5033.42;91.06;170.95;66.2;93.53;22.045
19/03/2015;5037.18;91.39;170.25;66.18;93.5;22.085
20/03/2015;5087.49;91.25;172.1;65.54;93.12;22.155
23/03/2015;5054.52;89.55;171.15;65.14;91.67;22.895
24/03/2015;5088.28;91.08;171.4;65.39;92.73;23.05
25/03/2015;5020.99;90.8;168.95;64.38;90.69;23.085
26/03/2015;5006.35;91.84;169;64.26;88.89;22.96
27/03/2015;5034.06;91.74;172.15;64.15;89.26;22.695
30/03/2015;5083.52;93.16;172.55;64.96;90.38;23.1
31/03/2015;5033.64;92.61;171.35;65;90.79;23.125
01/04/2015;5062.22;92.74;171.3;65.65;90.72;23.5
02/04/2015;5074.14;93.24;172.7;65.95;91.21;23.23
03/04/2015;5074.14;93.24;172.7;65.95;91.21;23.23
06/04/2015;5074.14;93.24;172.7;65.95;91.21;23.23
07/04/2015;5151.19;92.92;175.15;66.21;92.36;23.515
08/04/2015;5136.86;93.5;174.05;66.22;92.55;23.66
09/04/2015;5208.95;95.53;175.95;66.88;93.73;23.885
10/04/2015;5240.46;96.12;178.95;68.15;94.5;24.135
13/04/2015;5254.12;95.87;178.65;68.27;93.8;24.235
14/04/2015;5218.06;94.5;177.6;67.64;93.48;23.95
15/04/2015;5254.35;96.42;178.1;68.24;93.37;23.85
16/04/2015;5224.49;96.69;178.75;67.89;93.06;23.725
17/04/2015;5143.26;95.87;176.3;67.21;91.38;23.43
20/04/2015;5187.59;96.46;177.2;67.56;91.87;23.73
21/04/2015;5192.64;95.76;178.15;68.98;92.67;22.89
22/04/2015;5211.09;95.79;177.1;70;92.26;22.875
23/04/2015;5178.91;102;175;69.11;91.9;22.96
24/04/2015;5201.45;101.85;175.75;68.83;92.49;23.09
27/04/2015;5268.91;102.5;179.25;68.28;93.04;23.12
28/04/2015;5173.38;100.55;174;68.03;91.47;22.805
29/04/2015;5039.39;98.18;169.2;65.23;89.89;22.27
30/04/2015;5046.49;99.67;170.45;65.25;90.32;22.415
01/05/2015;5046.49;99.67;170.45;65.25;90.32;22.415
04/05/2015;5081.97;99.84;173.35;65.15;91.46;22.415
05/05/2015;4974.07;99.14;166.7;63.98;90.13;22.01
06/05/2015;4981.59;99.66;167.75;63.91;90.72;22.085
07/05/2015;4967.22;100.25;168.6;65.09;90.77;22
08/05/2015;5090.39;102.1;173.45;67.25;92.66;22.75
11/05/2015;5027.87;100.7;170.15;66.55;92.73;22.675
12/05/2015;4974.65;98.91;168.25;65;91.09;22.365
13/05/2015;4961.86;99.29;166.25;63.77;90.52;22.25
14/05/2015;5029.31;101.25;170.15;64.25;91.31;22.5
15/05/2015;4993.82;100.1;168.4;63.72;91.87;22.35
18/05/2015;5012.31;101.5;169.8;64.15;92.79;22.255
19/05/2015;5117.3;103.05;174.8;65.12;93.71;22.515
20/05/2015;5133.3;102.45;175;65.59;94;22.97
21/05/2015;5146.7;103.25;174.9;65.94;94.26;22.915
22/05/2015;5142.89;102.6;174.8;66.05;94.19;23.175
25/05/2015;5117.17;102.55;174.2;65.96;93.98;23.06
26/05/2015;5083.54;100.75;173.6;66.03;94.08;23.385
27/05/2015;5182.53;102.4;177.65;67.21;95.31;23.66
28/05/2015;5137.83;99.89;176.5;66.73;95.1;23.555
29/05/2015;5007.89;97.57;171.95;64.41;93.91;23.19
01/06/2015;5025.3;98.51;173.6;64.92;94.21;23.38
02/06/2015;5004.46;97.6;169.65;64.4;93.37;23.52
03/06/2015;5034.17;98.35;170.55;63.65;93.54;23.63
04/06/2015;4987.13;97.16;170;63.12;92.51;23.36
05/06/2015;4920.74;96.56;166.65;61.72;91.16;23.55
08/06/2015;4857.66;95.61;165.85;61.23;90.56;23.585
09/06/2015;4850.22;97.8;164.7;61.05;90.25;23.84
10/06/2015;4934.91;101.4;167.8;61.86;91.6;23.97
11/06/2015;4971.37;100.95;168.75;62.04;91.61;23.8
12/06/2015;4901.19;99.2;165.65;61.63;90.34;23.69
15/06/2015;4815.36;98.14;163.2;60.91;88.89;23.6
16/06/2015;4839.86;98.14;164.95;61.21;89.1;23.585
17/06/2015;4790.62;96.77;162.35;60.65;88.28;23.725
18/06/2015;4803.48;96.45;163.75;61.12;89.07;23.49
19/06/2015;4815.37;97.83;161.8;62.24;89.59;23.295
22/06/2015;4998.61;99.35;168.2;63.21;90.76;24.125
23/06/2015;5057.68;99.91;169.7;64.03;91.33;24.52
24/06/2015;5045.35;98.6;169;63.57;90.85;24.4
25/06/2015;5041.71;98.97;167.45;63.49;89;23.83
26/06/2015;5059.17;98.57;168.65;63.51;88.77;23.555
29/06/2015;4869.82;95.49;161.95;61.63;86.9;22.91
30/06/2015;4790.2;93.99;160;60.79;85.18;22.625
01/07/2015;4883.19;95.71;160.85;62.13;87.05;23.185
02/07/2015;4835.56;94.47;159.35;61;85.99;22.975
03/07/2015;4808.22;94;158.35;61;85.25;22.665
06/07/2015;4711.54;92.88;155.9;60.3;85.06;22.255
07/07/2015;4604.64;91.55;153.95;58.95;84.6;21.775
08/07/2015;4639.02;90.72;155.6;60.12;84.48;22.325
09/07/2015;4757.22;93.42;159.75;60.88;84.81;22.71
10/07/2015;4903.07;94.15;164.65;62.74;86.27;23.38
13/07/2015;4998.1;95.54;166.6;63.6;87.71;24.265
14/07/2015;5032.47;96.01;168.9;64.9;87.5;24.29
15/07/2015;5047.24;95.45;169.6;65.56;87.74;24.5
16/07/2015;5121.5;97;171.05;66.07;88.66;24.6
17/07/2015;5124.39;97.3;170.35;66;88.72;24.38
20/07/2015;5142.49;98.45;172.45;65.78;88.91;24.455
21/07/2015;5106.57;98.81;170.15;64.73;88.03;24.215
22/07/2015;5082.57;98.45;168.9;63.27;87.56;24.16
23/07/2015;5086.74;98.73;169.05;62.84;87.24;24.18
24/07/2015;5057.36;96.65;169.4;62.6;86.65;24.22
27/07/2015;4927.6;94.5;166.15;59.94;85.08;23.69
28/07/2015;4977.32;88.76;167.75;60.98;85.77;23.675
29/07/2015;5017.44;88.12;169.9;61.35;85.44;23.74
30/07/2015;5046.42;89.3;170.35;67.51;85.16;23.685
31/07/2015;5082.61;89.2;170.35;68.86;84.86;23.935
03/08/2015;5120.52;89.91;174.6;69.75;85.04;24.48
04/08/2015;5112.14;90.5;175.45;69.95;85.42;24.455
05/08/2015;5196.73;92.66;178;69.95;85.53;24.45
06/08/2015;5192.11;91.49;178.15;70.46;85.23;24.32
07/08/2015;5154.75;91.62;176.95;70;85.04;23.935
10/08/2015;5195.41;91.63;178.05;70.62;85.53;24.275
11/08/2015;5099.03;89.26;173.65;69.62;84.38;23.88
12/08/2015;4925.43;89.02;164.6;67.95;83.2;23.19
13/08/2015;4986.85;90.43;167.9;69.24;84.4;23.3
14/08/2015;4956.47;90.33;166.25;70.88;84.44;23.255
17/08/2015;4984.83;90.06;166.6;70.35;84.49;23.395
18/08/2015;4971.25;89.04;165.5;71.07;84.55;23.395
19/08/2015;4884.1;87.59;162.15;69.9;83.37;23.26
20/08/2015;4783.55;86.56;158.7;68.08;82.47;22.65
21/08/2015;4630.99;85.19;154.2;65.78;79.98;21.8
24/08/2015;4383.46;83.19;146.35;63.33;78.09;21.02
25/08/2015;4564.86;85.73;152.8;65;80.27;22.01
26/08/2015;4501.05;85.22;148.45;64.58;77.41;21.94
27/08/2015;4658.18;87.71;152.8;67.26;79.39;22.725
28/08/2015;4675.13;86.68;152.8;67.15;78.59;22.3
31/08/2015;4652.95;86.29;152.7;69.62;78.43;22.045
01/09/2015;4541.16;84.74;149.75;68;77.13;21.665
02/09/2015;4554.92;84.57;150.65;66.86;77.24;21.72
03/09/2015;4653.79;86.75;150.9;68.29;77.95;21.69
04/09/2015;4523.08;84.1;145.75;66.64;76.19;21.19
07/09/2015;4549.64;85.1;147.2;66.5;76.48;21.415
08/09/2015;4598.26;85.52;146.9;66.69;77.03;21.525
09/09/2015;4664.59;86.1;148.6;67.39;78.34;21.72
10/09/2015;4596.53;84.3;145.85;66.95;76.91;21.405
11/09/2015;4548.72;83.09;145.3;66.88;74.73;21.02
14/09/2015;4518.15;82;143.95;66.85;74.23;20.995
15/09/2015;4569.37;83.03;146.75;68.37;74.18;21.105
16/09/2015;4645.84;84.59;150.6;69.29;75.11;21.44
17/09/2015;4655.14;85.12;150.5;70.26;75.62;21.595
18/09/2015;4535.85;84.1;146.75;69.6;74.6;21.455
21/09/2015;4585.5;83.1;150.2;69.63;74.31;21.49
22/09/2015;4428.51;80.12;145.55;68.13;72.21;20.875
23/09/2015;4432.83;80.88;145.45;68.09;71.98;21.01
24/09/2015;4347.24;79.26;143.9;65.95;71.02;20.53
25/09/2015;4480.66;81.18;151.9;67.98;73.08;21.06
28/09/2015;4357.05;79.22;149.75;67.51;72;20.62
29/09/2015;4343.73;79.38;148.8;66.79;71.34;20.45
30/09/2015;4455.29;81.42;155.05;67.3;74;21.13
01/10/2015;4426.54;81.29;152.75;68.35;73.55;20.795
02/10/2015;4458.88;81.88;155.55;69.16;73.9;20.65
05/10/2015;4616.9;83.64;160.3;71.18;76.03;20.95
06/10/2015;4660.64;84.02;160.7;71.75;76.45;21.29
07/10/2015;4667.34;85.49;160.95;71.26;76.18;21.39
08/10/2015;4675.91;86.68;162.05;71;77.15;21.64
09/10/2015;4701.39;85.99;164;71;77.6;21.79
12/10/2015;4688.7;86.46;165.15;67.4;77.18;21.66
13/10/2015;4643.38;85.12;164.1;68.31;76.24;21.515
14/10/2015;4609.03;84.07;164.15;67.23;74.98;21.945
15/10/2015;4675.29;85.84;166.9;67.98;75.07;21.87
16/10/2015;4702.79;85.66;166.05;69.09;75.31;21.94
19/10/2015;4704.07;86.22;168.4;69.23;76.13;21.475
20/10/2015;4673.81;84.97;167.55;69.14;76.42;21.645
21/10/2015;4695.1;85.65;165.65;69.44;76.63;21.59
22/10/2015;4802.18;87.09;171;69.01;78.67;21.67
23/10/2015;4923.64;90.8;173.6;70.34;80.67;22.49
26/10/2015;4897.13;90.27;171;69.49;79.85;22.52
27/10/2015;4847.07;89.45;171.1;68.65;79.37;22.385
28/10/2015;4890.58;90.08;171.7;68.11;78.89;22.14
29/10/2015;4885.82;89.72;174;68.67;79.7;22.335
30/10/2015;4897.66;90.6;166.05;69.11;80.97;21.915
02/11/2015;4916.21;91.99;165.15;69.55;80;21.8
03/11/2015;4936.18;92.1;165.6;67.79;80.39;21.81
04/11/2015;4948.29;91.7;166.1;67.87;78.51;21.71
05/11/2015;4980.04;91.94;168.9;67.74;77.98;21.68
06/11/2015;4984.15;93.49;167;70.54;78.18;21.8
09/11/2015;4911.17;92.2;164.7;69.42;77.21;21.615
10/11/2015;4912.16;92.82;165.15;69.75;78.6;21.645
11/11/2015;4952.51;93.35;169.85;70.43;79.45;20.38
12/11/2015;4856.65;92.41;167.8;68;78.65;20.11
13/11/2015;4807.95;91.94;165.9;66.31;77.52;19.945
16/11/2015;4804.31;92.97;166.15;66.35;77.8;19.705
17/11/2015;4937.31;94.98;170.8;68.22;79.88;20.295
18/11/2015;4906.72;93.43;167.95;67.57;80.29;20.175
19/11/2015;4915.1;94.68;167.5;66.87;88.2;20.26
20/11/2015;4910.97;93.94;168.75;67.23;89.27;20.31
23/11/2015;4889.12;93.84;168.45;68;90.74;20.11
24/11/2015;4820.28;92.4;164.9;67.3;90.49;19.93
25/11/2015;4892.99;93.42;168.55;68.04;92.18;20.11
26/11/2015;4946.02;94.47;169.05;68.86;93.18;19.95
27/11/2015;4930.14;94.85;168.75;68.89;92.84;20.055
30/11/2015;4957.6;94.9;167.6;69.88;93.56;19.93
01/12/2015;4914.53;94.18;167.05;68.17;94.4;19.99
02/12/2015;4905.76;93.84;168.55;68;95.08;20.13
03/12/2015;4730.21;90.16;161.3;65.85;92.75;19.72
04/12/2015;4714.79;90.9;159.25;64.98;93.11;19.6
07/12/2015;4756.41;91.68;163.2;65.15;93.07;19.72
08/12/2015;4681.86;91.16;159.85;64.35;92.55;19.44
09/12/2015;4637.45;89.61;157.45;62.67;91.65;19.26
10/12/2015;4635.06;89.42;156.4;63.17;90.76;19.205
11/12/2015;4549.56;86.84;154.45;61.98;90.16;19.025
14/12/2015;4473.07;84.94;152;60.89;88.86;18.805
15/12/2015;4614.4;87.05;158.4;63.32;89.58;19.155
16/12/2015;4624.67;87.58;157.95;64.3;90.48;19.235
17/12/2015;4677.54;88.04;160.85;64.57;91.9;19.425
18/12/2015;4625.26;87.5;157.75;63.49;90.5;19.15
21/12/2015;4565.17;86.5;155.1;62.59;89.32;18.98
22/12/2015;4567.6;86.61;153.95;62.28;88.34;19.04
23/12/2015;4674.53;88.77;157.1;62.93;89.65;19.625
24/12/2015;4663.18;88.45;156.7;62.96;90.07;19.605
25/12/2015;4663.18;88.45;156.7;62.96;90.07;19.605
28/12/2015;4617.95;87.47;154.8;62.6;90.01;19.53
29/12/2015;4701.36;88.81;158.15;63.79;91.74;19.695
30/12/2015;4677.14;88.47;157.35;63.75;91.46;19.8
31/12/2015;4637.06;87.9;155.3;63.37;90.14;19.86
01/01/2016;4637.06;87.9;155.3;63.37;90.14;19.86
04/01/2016;4522.45;85.59;150.9;62.27;88.39;19.18
05/01/2016;4537.63;84.96;151.5;61.94;89.82;19.275
06/01/2016;4480.47;82.68;151.3;61.5;89.66;19.06
07/01/2016;4403.58;81.64;150.85;60.3;88.09;19.06
08/01/2016;4333.76;81.44;149.6;59.61;87.61;18.75
11/01/2016;4312.74;81.26;148.5;58.61;88.11;18.72
12/01/2016;4378.75;82.84;150.2;59.33;88.82;19.085
13/01/2016;4391.94;82.92;151;59.62;91.22;19.1
14/01/2016;4312.89;81.59;147.85;57.96;86.6;18.83
15/01/2016;4210.16;79.04;145.8;55.38;85.59;18.8
18/01/2016;4189.57;79.8;146.3;55.29;86.23;18.66
19/01/2016;4272.26;80.73;149.2;56.23;87.27;18.835
20/01/2016;4124.95;78.31;144.3;54.33;84.04;18.245
21/01/2016;4206.4;80.02;146.15;56.33;84.53;18.805
22/01/2016;4336.69;81.77;150.5;58.64;87.79;19.565
25/01/2016;4311.33;81.08;152.1;59.26;87.84;19.615
26/01/2016;4356.81;84.62;152.55;58.94;88.09;19.745
27/01/2016;4380.36;85.25;154.25;58;89;20.09
28/01/2016;4322.16;83.48;152.8;57.35;88.62;20.015
29/01/2016;4417.02;84.06;157.55;59.66;90.16;20.03
01/02/2016;4392.33;84.22;157.45;58.3;91.49;18.96
02/02/2016;4283.99;82.95;156.4;55.84;89.68;18.79
03/02/2016;4226.96;82.32;154.1;55.21;89.44;18.435
04/02/2016;4228.53;82.25;154;54.75;88.94;18.11
05/02/2016;4200.67;82.42;153.2;54.31;89.49;17.63
08/02/2016;4066.31;80.68;150.05;51.14;83.9;16.765
09/02/2016;3997.54;80.45;147.95;51.04;84.03;16.8
10/02/2016;4061.2;81.18;151;51.1;84.8;17.17
11/02/2016;3896.71;78.43;146.7;49.145;81.75;16.745
12/02/2016;3995.06;79.21;150.15;50.51;83.63;17.235
15/02/2016;4115.25;81.69;153.65;52.16;87.57;17.62
16/02/2016;4110.66;84.43;154.35;52.3;88.63;17.875
17/02/2016;4233.47;84.93;155.05;53.63;90.38;18.245
18/02/2016;4239.76;85.06;153.55;54.5;90.43;18.14
19/02/2016;4223.04;85.29;154.65;53.95;89.49;18.02
22/02/2016;4298.7;85.88;157.1;54.95;90.62;18.33
23/02/2016;4238.42;84.73;156.6;55.4;89.95;18.225
24/02/2016;4155.34;82.83;154.25;54.76;89.2;18.025
25/02/2016;4248.45;82.69;156.85;54.13;90.85;18.695
26/02/2016;4314.57;82.89;156.65;56.04;91.99;18.895
29/02/2016;4353.55;83.4;156;57.31;93.67;19.13
01/03/2016;4406.84;85.2;158.95;58.99;94.43;19.375
02/03/2016;4424.89;86.42;155.75;58.33;93.57;19.385
03/03/2016;4416.08;86.61;153.2;58.25;92.55;19.2
04/03/2016;4456.62;86.85;155.7;58.8;92.42;19.16
07/03/2016;4442.29;87.38;153.9;58.85;92.26;18.995
08/03/2016;4404.02;86.61;154.8;59;92.37;18.83
09/03/2016;4425.65;86.93;157.05;59.11;92.84;19.085
10/03/2016;4350.35;83.76;153.5;57.31;91.72;18.715
11/03/2016;4492.79;86.37;156.25;59.23;95.46;19.05
14/03/2016;4506.59;86.99;157.9;55.52;96;19.15
15/03/2016;4472.63;87.44;157.65;57.59;95.59;19.18
16/03/2016;4463;89.93;155.5;59.15;96.11;19.055
17/03/2016;4442.89;89.5;155.45;58.74;93.38;18.92
18/03/2016;4462.51;89.47;159.05;60.85;93.24;18.92
21/03/2016;4427.8;88.99;156.4;60.79;93.76;18.76
22/03/2016;4431.97;90.19;154.55;61.85;93.81;19.305
23/03/2016;4423.98;90.16;158;61.71;93.96;19.19
24/03/2016;4329.68;88.54;156.7;61.06;93.32;18.65
25/03/2016;4329.68;88.54;156.7;61.06;93.32;18.65
28/03/2016;4329.68;88.54;156.7;61.06;93.32;18.65
29/03/2016;4366.67;88.93;157.6;61.88;94.13;18.72
30/03/2016;4444.42;91.33;160.7;62.12;95.8;18.93
31/03/2016;4385.06;89.93;157.45;61.48;94.74;18.48
01/04/2016;4322.24;88.49;154.7;59.22;94.43;18.24
04/04/2016;4345.22;87.98;155.6;60.41;94.39;18.35
05/04/2016;4250.28;85.93;154.2;58.91;93.78;18.105
06/04/2016;4284.64;86.86;156.15;58.68;94.32;18.235
07/04/2016;4245.91;86.33;155.15;57.88;94.12;18.265
08/04/2016;4303.12;88.29;154.7;58.94;94.28;18.42
11/04/2016;4312.63;88.59;153.95;59.06;95.22;18.39
12/04/2016;4345.91;90.7;154.5;59.03;95.1;18.41
13/04/2016;4490.31;92.61;157.65;60.98;96.09;18.745
14/04/2016;4511.51;92.78;159.6;61.04;93.07;18.8
15/04/2016;4495.17;92.1;158.65;60.36;93.3;18.765
18/04/2016;4506.84;93;160.45;60.98;92.51;18.645
19/04/2016;4566.48;94.34;168.5;61.33;93.18;18.515
20/04/2016;4591.92;94.18;168.1;61.76;92.54;18.615
21/04/2016;4582.83;95.51;165.15;62.68;91.09;18.36
22/04/2016;4569.66;96.3;163.45;60.79;90.14;18.36
25/04/2016;4546.12;96.22;163.5;62.35;89.81;18.4
26/04/2016;4533.18;95.99;162.85;62.94;89.14;17.53
27/04/2016;4559.4;97.53;164.8;63.23;89.58;17.32
28/04/2016;4557.36;95.58;165.85;62.31;89.61;17.135
29/04/2016;4428.96;91.15;158.45;60.17;88.19;16.76
02/05/2016;4442.75;92.07;158.6;60.29;89.55;17.075
03/05/2016;4371.98;90.8;157.8;58.71;87.92;16.69
04/05/2016;4324.23;90.03;157.3;58.46;88.1;16.655
05/05/2016;4319.46;90.18;158.65;58.42;88.39;16.805
06/05/2016;4301.24;90.35;157.75;58.33;89.08;16.85
09/05/2016;4322.81;90.32;160.35;58.68;90.01;16.94
10/05/2016;4338.21;91.58;160.8;59.42;89.87;16.765
11/05/2016;4316.67;91.05;159.2;59.86;88.96;16.46
12/05/2016;4293.27;90.56;158.3;59.2;90.37;16.905
13/05/2016;4319.99;90.85;159.55;59.55;89.99;16.92
16/05/2016;4312.28;90.04;159.05;59.66;89.58;16.7
17/05/2016;4297.57;86.91;157.95;59.34;89.76;16.89
18/05/2016;4319.3;86.81;159.85;59.16;90.71;17.165
19/05/2016;4282.54;86.38;158.2;58.57;90.15;17.005
20/05/2016;4353.9;88.38;160.65;59.98;91.78;17.32
23/05/2016;4325.1;87.81;160.1;59.87;91.45;17.17
24/05/2016;4431.52;89.74;164.2;61.53;92.98;17.605
25/05/2016;4481.64;90.66;164.8;62.46;94.18;17.64
26/05/2016;4512.64;91.77;165.75;62.84;95.17;17.78
27/05/2016;4514.74;91.27;166.9;62.96;93.89;17.895
30/05/2016;4529.4;91.78;167.45;63.36;94.35;17.945
31/05/2016;4505.62;91.34;168.9;63;94.53;17.83
01/06/2016;4475.39;92.6;168.25;62.34;94.83;17.67
02/06/2016;4466;93.83;167.75;62.73;95.17;17.51
03/06/2016;4421.78;92.71;168.1;61.74;94.47;17.295
06/06/2016;4423.38;92.83;168.1;61.41;94.88;17.135
07/06/2016;4475.86;93.85;168.8;61.5;95.74;16.845
08/06/2016;4448.73;93.4;168.6;61.35;94.81;16.64
09/06/2016;4405.61;92.13;166.85;61;93.89;16.255
10/06/2016;4306.72;90.93;163.4;60.68;92.36;15.94
13/06/2016;4227.02;88.48;161.4;58.62;91.78;15.7
14/06/2016;4130.33;87.25;158.7;57.02;90.24;15.09
15/06/2016;4171.58;86.55;160.7;57.5;91.05;15.69
16/06/2016;4153.01;85.7;161.15;56.9;90.51;15.64
17/06/2016;4193.83;86.23;161.35;56.93;91.34;15.58
20/06/2016;4340.76;89.43;165.25;59.25;94.04;16.07
21/06/2016;4367.24;88.68;167.4;60.42;94.38;16.195
22/06/2016;4380.03;88.2;168.5;61.03;95.74;16.355
23/06/2016;4465.9;89.94;170.65;62.19;96.54;16.705
24/06/2016;4106.73;85.72;164.3;58.28;94;15.595
27/06/2016;3984.72;82.4;162.8;56.02;91.94;15.28
28/06/2016;4088.85;83.73;165.35;57.82;93.04;15.77
29/06/2016;4195.32;84.2;170;59.3;94.36;16.505
30/06/2016;4237.48;85.21;172;60.92;96.76;16.9
01/07/2016;4273.96;87.83;172.45;61.07;97.53;16.97
04/07/2016;4234.86;86.47;173.4;60.15;97.15;16.89
05/07/2016;4163.42;83.69;173.35;58.64;96.9;16.84
06/07/2016;4085.3;82.8;171.05;57.47;96.46;16.56
07/07/2016;4117.85;83.33;172.35;58.87;97.37;16.385
08/07/2016;4190.68;85.4;172.8;59.86;98.95;16.785
11/07/2016;4264.53;85.8;174.1;61.59;100.2;17.135
12/07/2016;4331.38;88.49;173.45;62.21;100.95;17.34
13/07/2016;4335.26;87.84;173.7;61.94;101.65;17.225
14/07/2016;4385.52;89.48;174;63.07;102.15;17.37
15/07/2016;4372.51;88.43;174.4;62.6;101.15;17.36
18/07/2016;4357.74;88.71;173.85;62.2;101.05;17.295
19/07/2016;4330.13;87.63;171.95;61.75;100.95;16.96
20/07/2016;4379.76;89.07;174.5;61.96;101.8;17.225
21/07/2016;4376.25;88.41;173.35;61.54;101.65;17.085
22/07/2016;4381.1;88.15;174.55;60.85;101.85;17.115
25/07/2016;4388;88.74;175.2;61.41;101.9;17.37
26/07/2016;4394.77;90.04;175.8;62.79;102.45;17.385
27/07/2016;4446.96;92.01;176.2;63.66;103.5;17.77
28/07/2016;4420.58;90.91;174.95;64.25;104.4;17.61
29/07/2016;4439.81;91.44;170.25;60.8;104.75;17.585
01/08/2016;4409.17;91.51;170.25;62.03;103.9;17.57
02/08/2016;4327.99;90.74;170.25;61.22;102.9;17.46
03/08/2016;4321.08;90.83;169.35;60.75;101.4;17.395
04/08/2016;4345.63;91.65;170.6;60.36;102.7;17.41
05/08/2016;4410.55;93.76;171.95;60.51;104.4;17.64
08/08/2016;4415.46;94.27;171.1;60.92;104.05;17.66
09/08/2016;4468.07;95.23;174.1;61.68;105.7;17.99
10/08/2016;4452.01;95.22;173;61.75;104.9;18.005
11/08/2016;4503.95;96.54;175.6;62.52;106.45;18.005
12/08/2016;4500.19;95.8;175.75;62.53;105.85;18.095
15/08/2016;4497.86;96.01;175.7;62.55;106.5;18.015
16/08/2016;4460.44;94.65;174.55;61.39;104.6;17.85
17/08/2016;4417.68;94.43;173.8;61.31;104.8;17.67
18/08/2016;4437.06;95.18;172.7;61.72;105.4;17.68
19/08/2016;4400.52;95.09;171.7;61.4;105.5;17.61
22/08/2016;4389.94;94.43;170.95;61;105.35;17.525
23/08/2016;4421.45;95.31;170.65;61.85;105.2;17.595
24/08/2016;4435.47;95.84;170.65;62.81;105.35;17.665
25/08/2016;4406.61;94.71;170.65;61.91;104.6;17.58
26/08/2016;4441.87;95.23;171.3;62.27;104.85;17.275
29/08/2016;4424.25;95.13;171.5;62.23;104.55;17.21
30/08/2016;4457.49;95.35;171.15;62.64;104.75;17.45
31/08/2016;4438.22;95.3;169.35;62.68;103.85;17.38
01/09/2016;4439.67;94.82;168.65;62.81;104.75;17.525
02/09/2016;4542.17;96;174.55;64.06;106;17.965
05/09/2016;4541.08;95.77;173.75;64.6;106.55;18.005
06/09/2016;4529.96;95.89;173.75;64.61;105.65;17.95
07/09/2016;4557.66;98.22;173.5;64.51;106.1;18.025
08/09/2016;4542.2;97.54;170.45;64.63;104.9;17.98
09/09/2016;4491.4;97.02;167.15;64.69;103.25;17.69
12/09/2016;4439.8;95.13;167.25;63.79;102.1;17.5
13/09/2016;4387.18;94.68;165.5;63.87;101.8;17.27
