Dates;CAC40;MICHELIN;LOREAL;SAFRAN;SODEXO;VIVENDI
01/09/2011;3265.83;50.18;75.46;27.775;52.11;16.7274
02/09/2011;3148.53;47.805;74.37;27.005;51.5;16.2096
05/09/2011;2999.54;45.31;72.52;26.055;49.595;15.5806
06/09/2011;2965.64;44.6;72.08;25.15;50.7;15.0871
07/09/2011;3073.18;46.96;72.7;27.125;52.09;15.5467
08/09/2011;3085.83;46.855;73.83;27.335;52.51;15.5709
09/09/2011;2974.59;45.09;73.04;26.35;51.55;15.5322
12/09/2011;2854.81;43.16;71.7;25.53;50.29;14.9564
13/09/2011;2894.93;44.22;71.66;25.41;50.03;15.0193
14/09/2011;2949.14;46.49;72.65;25.94;50.86;15.1838
15/09/2011;3045.62;48.09;74.66;26.54;51.36;15.3242
16/09/2011;3031.08;48.41;74.4;26.295;51.6;15.2516
19/09/2011;2940;45.525;72.98;25.33;51.16;14.8355
20/09/2011;2984.05;46.635;74.91;25.25;52.25;15.1935
21/09/2011;2935.82;46.085;74.31;24.35;51.75;14.7387
22/09/2011;2781.68;43.25;71.28;23.09;49.925;14.2209
23/09/2011;2810.11;43.06;71.22;22.61;49.065;14.2838
26/09/2011;2859.34;44.295;72.17;23.08;49.27;14.3177
27/09/2011;3023.38;47.87;74.58;23.595;50.12;15.0919
28/09/2011;2995.62;47.205;74.47;23.24;49.695;14.8403
29/09/2011;3027.65;46.895;73.57;24.065;49.8;14.8838
30/09/2011;2981.96;45.21;73.38;23.17;49.585;14.8403
03/10/2011;2926.83;43.415;72.94;23.33;49.43;14.6419
04/10/2011;2850.55;40.73;71.45;21.95;48.675;14.4338
05/10/2011;2973.9;43.62;73.9;23.08;49.105;15.0629
06/10/2011;3075.37;45;75.01;23.965;49.26;15.4306
07/10/2011;3095.56;45.265;75.85;23.96;49.53;15.5032
10/10/2011;3161.47;46.935;77;24.825;50.1;15.7113
11/10/2011;3153.52;46.58;77.09;24.69;50.26;15.629
12/10/2011;3229.76;49.175;77.85;24.79;50.44;16.1322
13/10/2011;3186.94;48.795;77.39;25.23;50.41;15.8371
14/10/2011;3217.89;49.83;78.5;25.46;50.97;16.0064
17/10/2011;3166.06;49.28;79.44;24.69;50.68;15.779
18/10/2011;3141.1;50.65;78.63;24.93;50.8;15.6242
19/10/2011;3157.34;49.49;79.61;25.015;50.77;15.4984
20/10/2011;3084.07;48.535;78.47;24.13;50.42;15.0629
21/10/2011;3171.34;50.84;79.5;22.2;50.96;15.479
24/10/2011;3220.46;52.05;79.77;22.47;51.76;15.929
25/10/2011;3174.29;52.02;78.9;23;51.45;15.4984
26/10/2011;3169.62;52.28;78.55;22.495;51.48;15.4887
27/10/2011;3368.62;54.94;80.46;23.825;52.54;16.5048
28/10/2011;3348.63;55.71;80.31;23.945;52.77;16.2919
31/10/2011;3242.84;52.68;79.81;23.67;52.31;15.7258
01/11/2011;3068.33;49.165;77.78;23.425;51.53;14.9951
02/11/2011;3110.59;50.19;77.42;23.915;51.7;15.1645
03/11/2011;3195.47;51.88;79.38;24.265;52.56;15.4838
04/11/2011;3123.55;50.39;77.83;24.315;52.7;14.9758
07/11/2011;3103.6;50.38;77.41;24.22;52.26;15.2467
08/11/2011;3143.3;50.55;78.04;24.75;53.32;15.4113
09/11/2011;3075.16;48.665;77.43;24.28;52;14.9129
10/11/2011;3064.84;48.81;77.57;22.915;51.88;14.9661
11/11/2011;3149.38;49.885;78.5;23.255;52.49;15.358
14/11/2011;3108.95;48.92;78.19;22.605;51.99;15.3725
15/11/2011;3049.13;47.53;77.56;21.94;50.64;14.9806
16/11/2011;3064.9;46.53;77.75;22.08;50.45;15.8129
17/11/2011;3010.29;45.315;77.33;21.07;50.58;15.3677
18/11/2011;2997.01;44.7;76.98;21.74;50;15.7306
21/11/2011;2894.94;43.09;76.03;20.66;49.305;15.3484
22/11/2011;2870.68;42.06;76.42;20.925;49.47;15.3677
23/11/2011;2822.43;41.82;75.17;20.76;49.425;14.9371
24/11/2011;2822.25;41.915;74.98;20.45;49.515;14.7919
25/11/2011;2856.97;42.29;75.03;20.665;50.07;14.9903
28/11/2011;3012.93;45.035;77.36;21.355;51.46;15.7016
29/11/2011;3026.76;44.98;77.28;21.71;52.04;15.9725
30/11/2011;3154.62;47.18;80.32;21.93;53.92;16.5677
01/12/2011;3129.95;46.925;79.2;21.52;53.68;16.4516
02/12/2011;3164.95;47.75;78.96;21.6;52.89;16.408
05/12/2011;3201.28;48.625;79.53;22.555;52.48;16.6113
06/12/2011;3179.63;47.785;79.21;22.25;52.52;16.5145
07/12/2011;3175.98;46.8;79.58;21.78;52.87;16.3209
08/12/2011;3095.49;46.08;78.48;22.085;52;15.9338
09/12/2011;3172.35;47.165;80.4;22.83;52.51;16.3645
12/12/2011;3089.59;45.92;78.92;22.74;52.03;16.0742
13/12/2011;3078.72;46.48;78.73;23.105;52.02;16.0887
14/12/2011;2976.17;44.77;76.73;21.435;51.98;15.6484
15/12/2011;2998.73;44.22;78.16;21.685;52.22;15.9096
16/12/2011;2972.3;42.935;77.22;21.745;52.05;15.7161
19/12/2011;2974.2;42.745;77.71;21.505;53.04;15.479
20/12/2011;3055.39;44.855;78.48;22.23;54.02;15.8225
21/12/2011;3030.47;45.125;78.59;22.35;53.85;15.7355
22/12/2011;3071.8;45.565;78.48;22.325;53.61;15.8613
23/12/2011;3102.09;45.42;79.68;22.605;54.74;15.9822
26/12/2011;3102.09;45.42;79.68;22.605;54.74;15.9822
27/12/2011;3103.11;45.615;79.72;22.6;54.19;16.0355
28/12/2011;3071.08;44.655;79.62;22.445;55.03;15.8322
29/12/2011;3127.56;45.05;80.3;22.69;55.55;16.2193
30/12/2011;3159.81;45.675;80.7;23.205;55.47;16.3742
02/01/2012;3222.3;46.41;81.8;23.5;55.27;16.9451
03/01/2012;3245.4;47.725;82.12;23.31;55.65;16.8435
04/01/2012;3193.65;47.265;81.33;22.93;55.87;16.4467
05/01/2012;3144.91;46.985;81.42;23.15;55.24;16.1467
06/01/2012;3137.36;46.645;81.18;23.355;55.71;16.0161
09/01/2012;3127.69;46.88;81.62;23.325;56.03;15.7935
10/01/2012;3210.79;47.995;82.95;23.52;56.21;15.7548
11/01/2012;3204.83;47.58;81.68;24;57;15.4935
12/01/2012;3199.98;48.115;80.96;24.135;55.91;15.4742
13/01/2012;3196.49;47.98;80.01;24.105;56.56;15.358
16/01/2012;3225;49.755;80.56;24.39;56.78;15.5613
17/01/2012;3269.99;50.54;81.6;24.585;57.25;15.7016
18/01/2012;3264.93;50.24;81.78;24.645;57.81;15.3871
19/01/2012;3328.94;51.84;82.35;23.9;57.76;15.5613
20/01/2012;3321.5;51.93;81.06;23.4;57.51;15.5709
23/01/2012;3338.42;52.42;80.7;23.86;57.38;15.6871
24/01/2012;3322.65;51.86;80.82;23.825;56.95;15.4161
25/01/2012;3312.48;52.38;80.61;23.7;57.15;15.3629
26/01/2012;3363.23;53.41;82.1;23.37;57.35;15.4113
27/01/2012;3318.76;52.15;81.12;23.265;56.38;15.2903
30/01/2012;3265.64;51.88;81.44;22.995;55.91;15.3387
31/01/2012;3298.55;52.3;81.31;23.82;56.74;15.4838
01/02/2012;3367.46;54.2;82.7;24.545;56.29;15.5419
02/02/2012;3376.66;54.29;82.55;24.26;56.11;15.6919
03/02/2012;3427.92;54.8;82.06;24.645;57.06;15.6774
06/02/2012;3405.27;54.34;81.68;24.455;56.91;15.6435
07/02/2012;3411.54;54.94;82.25;23.94;56.97;15.6677
08/02/2012;3410;54.85;81.6;23.95;56.49;15.8661
09/02/2012;3424.71;55.73;82.22;24;57.39;15.808
10/02/2012;3373.14;54.04;81.38;23.765;57.45;15.5903
13/02/2012;3384.55;54.23;81.65;23.755;57.27;15.7016
14/02/2012;3375.64;53.44;84.73;24.21;57.5;15.7838
15/02/2012;3390.35;53.46;85.4;24.44;57.98;15.7838
16/02/2012;3393.25;52.47;85.38;24.195;57.71;15.8419
17/02/2012;3439.62;54.68;85.75;24.915;57.92;15.9774
20/02/2012;3472.54;55.73;85.59;25.425;57.68;16.0403
21/02/2012;3465.24;55.02;85.19;25.43;57.24;16.0355
22/02/2012;3447.37;53.86;85.06;25.425;57.37;15.7838
23/02/2012;3447.31;52.95;85.85;24.75;57.56;15.8225
24/02/2012;3467.03;53.03;85;24.22;57.7;15.958
27/02/2012;3441.45;51.66;85.44;24.355;57.66;15.7935
28/02/2012;3453.99;52.61;85.64;24.62;57.77;15.7984
29/02/2012;3452.45;51.76;85.61;25.155;57.77;15.6
01/03/2012;3499.73;52.14;87.49;25.765;58.37;14.0322
02/03/2012;3501.17;51.96;87.68;25.695;58.84;13.8967
05/03/2012;3487.54;51.71;88.48;26.025;58.75;13.6887
06/03/2012;3362.56;49.765;85.85;24.755;57.77;13.108
07/03/2012;3392.33;50.34;86.77;24.8;58.58;13.3984
08/03/2012;3478.36;52.14;88.88;25.62;59.01;13.5967
09/03/2012;3487.48;52.07;88.49;25.99;59.6;13.5484
12/03/2012;3490.06;54.15;89.23;25.805;59.8;13.6742
13/03/2012;3550.16;55.52;90;26.31;60.25;13.8726
14/03/2012;3564.51;57.42;89.57;26.245;59.84;13.6935
15/03/2012;3580.21;57.71;89.4;26.375;59.83;13.5871
16/03/2012;3594.83;58.22;89.2;27.4;60.23;13.5
19/03/2012;3577.88;57.63;89.02;27.31;59.92;13.4322
20/03/2012;3530.83;56.87;88.49;26.95;59.59;13.5484
21/03/2012;3527.37;56;88.97;27.095;60.12;13.5097
22/03/2012;3472.46;54.97;88.91;26.575;60.25;13.4516
23/03/2012;3476.18;55.7;88.49;27;60.1;13.5774
26/03/2012;3501.98;56.52;89.23;27.185;60.6;13.5726
27/03/2012;3469.59;56.08;89.37;27.17;60.02;13.5048
28/03/2012;3430.15;55.27;89.08;27.125;60.77;13.3742
29/03/2012;3381.12;54.55;89.93;27;60.52;13.1903
30/03/2012;3423.81;55.83;92.49;27.555;61.56;13.3161
02/04/2012;3462.91;56.77;92.99;28.07;62.09;13.5145
03/04/2012;3406.78;55.78;92.7;27.68;60.67;13.3161
04/04/2012;3313.47;54.4;91.19;26.935;59.4;12.9629
05/04/2012;3319.81;54.79;91.4;26.855;59.8;12.8758
06/04/2012;3319.81;54.79;91.4;26.855;59.8;12.8758
09/04/2012;3319.81;54.79;91.4;26.855;59.8;12.8758
10/04/2012;3217.6;53.04;89.72;26.285;58.58;12.5951
11/04/2012;3237.69;53.68;90.42;26.44;58.84;12.658
12/04/2012;3269.79;54.23;91.09;26.765;59.7;12.4355
13/04/2012;3189.09;53.35;92.14;25.93;59.06;12.2758
16/04/2012;3205.28;53.8;92.72;26.08;59.35;12.2371
17/04/2012;3292.51;55;93.68;26.35;59.93;12.5516
18/04/2012;3240.29;53.19;93.76;25.695;60.36;12.3435
19/04/2012;3174.02;52.15;91.74;25.595;60.79;12.0145
20/04/2012;3188.58;51.99;91.92;25.03;61.22;12.4838
23/04/2012;3098.37;50.65;89.62;25;59.85;12.2322
24/04/2012;3169.32;53.75;91.75;25.91;60.27;12.7258
25/04/2012;3233.46;55.86;93.1;26.675;60.68;12.9048
26/04/2012;3229.32;56.16;93.33;28;60.72;13.4226
27/04/2012;3266.27;56.78;91.65;28.525;60.72;13.8145
30/04/2012;3212.8;56.42;90.89;28;60.16;13.5145
01/05/2012;3212.8;56.42;90.89;28;60.16;13.5145
02/05/2012;3226.33;56.6;92.58;28;61.37;13.4855
03/05/2012;3223.36;56.47;92.84;28.1;61.39;13.3451
04/05/2012;3161.97;54.45;91.03;27.235;60.24;12.5806
07/05/2012;3214.22;55.51;93.07;27.62;60.79;13.0209
08/05/2012;3124.8;53.05;90.21;27.07;59.45;12.8709
09/05/2012;3118.65;54.03;91.21;27.32;60.01;12.82
10/05/2012;3130.17;52.8;89.62;27.065;59.82;13.045
11/05/2012;3129.77;54.73;91.75;27.235;60.44;12.78
14/05/2012;3057.99;52.52;91.03;27.1;59.91;12.43
15/05/2012;3039.27;52.31;92.55;27.23;59.58;12.68
16/05/2012;3048.67;51.59;92.55;27.64;59.4;13.005
17/05/2012;3011.99;51.2;92.6;27.11;59.12;12.95
18/05/2012;3008;48.295;91.6;26.7;57.83;13.19
21/05/2012;3027.15;48.97;91.94;26.73;58.34;13.265
22/05/2012;3084.09;50.6;91.39;27.205;58.76;13.21
23/05/2012;3003.27;48.335;89.51;26.845;57.64;12.755
24/05/2012;3038.25;48.55;90.17;26.82;58.21;13.07
25/05/2012;3047.94;48.605;91.07;26.52;58.36;13.095
28/05/2012;3042.97;48.515;90.71;26.99;58.75;13.01
29/05/2012;3084.7;49.915;92.44;27.785;59.29;13.16
30/05/2012;3015.58;48.245;90.82;27.15;58.66;12.965
31/05/2012;3017.01;47.25;90.92;27.775;58.7;13.06
01/06/2012;2950.47;46.5;88.49;27.2;57.58;12.925
04/06/2012;2954.49;46.28;88.13;26.685;56.84;12.975
05/06/2012;2986.1;47.09;88.36;26.545;57.36;12.895
06/06/2012;3058.44;48.74;89.76;27.225;58.37;13.11
07/06/2012;3071.16;49.385;90.66;27.75;59.84;13.59
08/06/2012;3051.69;48.66;91.33;27;59.91;13.57
11/06/2012;3042.76;48.34;92.42;26.795;59.55;13.535
12/06/2012;3046.91;48.1;92.41;26.71;59.51;13.595
13/06/2012;3030.04;46.395;92.7;26.69;59.51;13.635
14/06/2012;3032.45;46.385;92.22;26.625;59.38;13.735
15/06/2012;3087.62;47.52;91.04;27.565;59.46;13.88
18/06/2012;3066.19;48.3;91.33;28.17;60.1;13.595
19/06/2012;3117.92;49.375;91.42;28.83;60.28;13.955
20/06/2012;3126.52;49.905;89.68;28.75;60.1;14.03
21/06/2012;3114.22;48.46;90.07;28.81;60.36;13.965
22/06/2012;3090.9;48.33;88.89;28.23;60.1;14.005
25/06/2012;3021.64;46.57;87.55;28.03;60.21;13.57
26/06/2012;3012.71;46.91;88.01;27.59;60;13.415
27/06/2012;3063.12;48.44;89.5;28.015;60.46;13.45
28/06/2012;3051.68;48.78;88.81;27.895;60.39;14.195
29/06/2012;3196.65;51.48;92.24;29.2;61.4;14.63
02/07/2012;3240.2;51.5;92.77;29.195;61.52;14.805
03/07/2012;3271.2;52.27;94.04;29.31;61.69;14.865
04/07/2012;3267.75;52.15;93.53;29.395;62.04;14.93
05/07/2012;3229.36;51.54;93.34;28.57;61.67;14.84
06/07/2012;3168.79;50.24;92.47;28.155;61.35;14.62
09/07/2012;3156.8;50.04;91.79;28.175;61.24;14.895
10/07/2012;3175.41;51.12;93.44;29;58.19;14.925
11/07/2012;3157.25;50.12;91.66;28.29;58.28;14.875
12/07/2012;3135.18;49.295;90.42;27.965;58.3;15.235
13/07/2012;3180.81;49.975;91.67;28.3;58.97;15.77
16/07/2012;3179.9;51.24;92.09;28.42;58.69;15.795
17/07/2012;3176.97;51.34;93.85;28.365;58.91;15.6
18/07/2012;3235.4;52.86;95.82;28.88;59.96;15.855
19/07/2012;3263.64;53.56;96.94;29.365;60.61;15.665
20/07/2012;3193.89;52.35;96.13;28.505;60.5;15.115
23/07/2012;3101.53;50.22;94.12;27.19;59.21;14.72
24/07/2012;3074.68;49.62;93.52;27.045;59.45;14.5
25/07/2012;3081.74;50;93.23;26.655;59.73;14.6
26/07/2012;3207.12;51.2;97.31;27.2;61.36;15.22
27/07/2012;3280.19;55.16;99.54;27.75;61.75;15.42
30/07/2012;3320.71;57.03;98.9;28.2;62.39;15.685
31/07/2012;3291.66;55.42;97.62;27.595;61.43;15.46
01/08/2012;3321.56;55.33;98.62;27.92;62;15.8
02/08/2012;3232.46;55.01;98;26.97;61.59;14.97
03/08/2012;3374.19;57.59;100.75;28.12;62.92;15.585
06/08/2012;3401.56;57.6;101.6;28.585;62.81;15.52
07/08/2012;3453.28;58.09;101.5;28.65;62.46;15.825
08/08/2012;3438.26;58.13;100.5;28.5;62.64;15.785
09/08/2012;3456.71;57.87;102.5;28.575;62.41;15.745
10/08/2012;3435.62;57.3;100.55;28.505;62.73;15.63
13/08/2012;3426.41;56.95;100.5;28.23;62.62;15.655
14/08/2012;3450.27;58.03;100.95;28.52;62.65;15.75
15/08/2012;3449.2;57.9;100.9;28.44;62.79;15.71
16/08/2012;3480.49;58.13;100.85;28.48;62.85;15.93
17/08/2012;3488.38;58.67;100.7;28.425;63.39;16.03
20/08/2012;3480.58;57.92;101.3;27.97;63.42;15.9
21/08/2012;3513.28;59.43;101.9;28.28;64.29;15.865
22/08/2012;3461.65;59.18;99.79;28.19;63.02;15.575
23/08/2012;3432.56;58.93;99.45;27.585;62.57;15.805
24/08/2012;3433.21;57.8;100.15;27.4;63.53;15.62
27/08/2012;3462.83;58.03;101.15;27.545;63.52;15.65
28/08/2012;3431.55;57.75;101;27.69;63.19;15.5
29/08/2012;3413.89;58.29;96.58;27.93;63.34;15.11
30/08/2012;3379.11;56.04;95.72;27.945;62.91;15.605
31/08/2012;3413.07;57.05;97.74;27.855;62.87;15.59
03/09/2012;3453.71;57.53;99.73;28.135;63.12;15.725
04/09/2012;3399.04;57.18;99;27.57;62.07;15.52
05/09/2012;3405.79;56.77;99.74;27.77;62.82;15.325
06/09/2012;3509.88;59.58;100.85;28.3;63.8;15.355
07/09/2012;3519.05;59.27;98.11;28.05;62.43;15.65
10/09/2012;3506.05;59.58;96.82;27.78;61.94;15.655
11/09/2012;3537.3;60.98;97.7;28.09;62.04;15.82
12/09/2012;3543.79;61.9;97;27.655;61.96;15.82
13/09/2012;3502.09;62.29;97.65;27.485;61.95;15.7
14/09/2012;3581.58;64.28;97.5;27.945;61.14;15.83
17/09/2012;3553.69;62.65;97.11;28.185;61.35;15.535
18/09/2012;3512.69;61.84;97.05;27.97;61.56;15.25
19/09/2012;3531.82;62.77;97.3;28.28;61.58;15.5
20/09/2012;3509.92;63.09;97.11;28.22;62.04;15.26
21/09/2012;3530.72;63.53;97.12;28.22;62.71;15.69
24/09/2012;3497.22;62.21;97.33;28.14;62.54;15.42
25/09/2012;3513.81;62.3;98.16;28.315;63.31;15.905
26/09/2012;3414.84;60.92;96.96;28.01;61;15.55
27/09/2012;3439.32;61.51;98.27;28.095;59.52;15.7
28/09/2012;3354.82;60.96;96.26;27.985;58.59;15.175
01/10/2012;3434.98;63.42;98.43;28.05;59.61;15.6
02/10/2012;3414.23;63.31;97.81;28.05;59.44;15.41
03/10/2012;3406.02;63.6;96.99;28.64;60.83;15.485
04/10/2012;3401.2;65.52;97.07;29.685;60.9;15.3
05/10/2012;3457.04;65.93;97.93;29.775;61.21;15.555
08/10/2012;3406.53;64.32;97.1;29.5;60.87;15.35
09/10/2012;3382.78;64.59;95.74;29.37;60.01;15.66
10/10/2012;3365.87;65.04;95;30.32;59.74;15.415
11/10/2012;3413.72;65.71;96.8;30.06;60.37;15.55
12/10/2012;3389.08;65.1;96.49;29.535;60.09;15.3
15/10/2012;3420.28;65.31;98.3;29.685;60.69;15.725
16/10/2012;3500.94;62.98;100.6;30.235;61.3;16
17/10/2012;3527.5;62.59;101.6;30.2;60.88;16.015
18/10/2012;3535.18;62.66;100.8;30.165;60.64;15.815
19/10/2012;3504.56;62.81;101.05;29.75;60.58;15.745
22/10/2012;3483.25;61.86;99.39;30;60.43;16.025
23/10/2012;3406.5;63.97;96.74;30;59.55;15.82
24/10/2012;3426.49;64.67;97;30.35;59.33;16.175
25/10/2012;3411.53;64.36;96.8;30.405;60;15.78
26/10/2012;3435.09;64.06;97.85;30.16;59.77;15.995
29/10/2012;3408.89;64.92;97.32;30.195;59.58;15.685
30/10/2012;3459.44;67.04;98.38;30.41;59.84;15.95
31/10/2012;3429.27;66.26;98.27;30.695;59.37;15.785
01/11/2012;3475.4;67.36;99.23;30.99;60.23;15.84
02/11/2012;3492.46;68;100.45;31.145;60.52;15.88
05/11/2012;3448.5;66.95;98.56;30.81;60.2;15.525
06/11/2012;3478.66;67.01;98.16;30.93;60.59;15.505
07/11/2012;3409.59;66.28;96;30.38;60.34;15.045
08/11/2012;3407.68;65.65;96.2;30.3;60.42;15.06
09/11/2012;3423.57;65.67;98.6;30.3;60.51;15.005
12/11/2012;3411.65;65.55;99;29.94;60.73;14.8
13/11/2012;3430.6;65.16;99.8;30;60.8;14.99
14/11/2012;3400.02;64.82;99.27;29.675;60.78;15.69
15/11/2012;3382.4;65.1;98.97;29.205;60.16;15.965
16/11/2012;3341.52;65.21;98.62;29.05;60.38;15.74
19/11/2012;3439.58;66.95;101.55;29.81;60.95;16.12
20/11/2012;3462.06;67.91;102.5;30.525;61.48;16.08
21/11/2012;3477.36;68.45;102.95;30.66;61.21;16.36
22/11/2012;3498.22;68.98;103.3;30.805;61.61;16.5
23/11/2012;3528.8;69.4;104.4;31;61.91;16.59
26/11/2012;3500.94;67.71;104.15;30.655;61.71;16.425
27/11/2012;3502.13;68.34;104.45;30.65;61.6;16.32
28/11/2012;3515.19;69.03;104.75;30.965;61.79;16.42
29/11/2012;3568.88;70.18;105.5;31.315;61.83;16.895
30/11/2012;3557.28;71.51;104.35;31.49;62.09;16.52
03/12/2012;3566.59;70.9;104.55;31.69;62.23;16.585
04/12/2012;3580.48;71.19;105;31.555;62.63;16.57
05/12/2012;3590.5;70.35;104.6;31.735;62.79;16.7
06/12/2012;3601.65;71.27;105;31.655;63.12;16.555
07/12/2012;3605.61;70.9;105.05;32.245;63.42;16.525
10/12/2012;3612.1;70.58;105.5;32.385;63.6;16.59
11/12/2012;3646.15;71.3;106.4;32.31;64.17;16.905
12/12/2012;3646.66;72.18;105;32.475;63.91;17.075
13/12/2012;3643.13;72.26;104;32.7;64.17;17.12
14/12/2012;3643.28;71.57;103.9;32.62;64.47;16.925
17/12/2012;3638.1;71.47;103.6;32.47;64.01;16.77
18/12/2012;3648.63;71.12;103.25;32.42;64.19;16.76
19/12/2012;3664.59;71.16;104.95;32.64;64.49;16.915
20/12/2012;3666.73;71.32;105;32.515;64.8;16.855
21/12/2012;3661.4;71.99;105.65;32.335;64.02;17.01
24/12/2012;3652.61;71.23;105.5;32.335;64.06;17.17
25/12/2012;3652.61;71.23;105.5;32.335;64.06;17.17
26/12/2012;3652.61;71.23;105.5;32.335;64.06;17.17
27/12/2012;3674.26;71.51;105.65;32.455;63.99;17.35
28/12/2012;3620.25;71.22;104.8;32.48;63.73;16.97
31/12/2012;3641.07;71.59;104.9;32.595;63.72;16.95
01/01/2013;3641.07;71.59;104.9;32.595;63.72;16.95
02/01/2013;3733.93;73.6;107.5;33.26;64;17.435
03/01/2013;3721.17;73.62;105.4;33.225;64.34;17.13
04/01/2013;3730.02;73.89;105.65;33.18;64.58;16.805
07/01/2013;3704.64;72.9;104.2;32.89;64.5;16.43
08/01/2013;3705.88;72;104.5;32.905;63.86;16.61
09/01/2013;3717.45;71.44;105.25;33.2;63.61;16.62
10/01/2013;3703.12;71.39;104.2;33.11;63.99;16.7
11/01/2013;3706.02;69.93;103.75;33.155;63.95;16.675
14/01/2013;3708.25;71.25;104.95;33.2;63.84;16.5
15/01/2013;3697.35;72.14;106;32.84;63.82;16.3
16/01/2013;3708.49;72.2;106.65;33.43;63.86;16.54
17/01/2013;3744.11;71.28;108.25;33.705;64.36;16.605
18/01/2013;3741.58;72.1;108.3;33.955;65.67;16.69
21/01/2013;3763.03;73;109.55;33.74;65.55;16.755
22/01/2013;3741.01;71.1;108.5;33.905;65.41;16.08
23/01/2013;3726.17;70.38;109.65;33.94;65.26;15.83
24/01/2013;3752.17;69.25;110.25;33.975;65.56;15.905
25/01/2013;3778.16;70.48;111.1;34.45;66.14;15.86
28/01/2013;3780.89;69.5;111.5;34.635;66.2;15.975
29/01/2013;3785.82;69.88;113.15;34.655;65.7;16.025
30/01/2013;3765.52;68.38;113.55;34.25;64.73;15.805
31/01/2013;3732.6;68.53;109.4;33.815;65.58;15.79
01/02/2013;3773.53;71.1;111.9;34.1;65.83;15.86
04/02/2013;3659.91;68.56;108.6;33.25;65.51;15.465
05/02/2013;3694.7;68.83;111;33.95;66.32;15.7
06/02/2013;3642.9;68.63;109.4;33.705;66.26;15.65
07/02/2013;3601.05;69.01;108.1;33.59;66.88;15.435
08/02/2013;3649.5;71.1;108.6;33.745;67.45;15.765
11/02/2013;3650.58;72.7;107.95;33.4;67.11;15.75
12/02/2013;3686.58;69.55;112.05;33.325;67.16;15.7
13/02/2013;3698.53;68.93;112.5;33.44;67.92;15.49
14/02/2013;3669.6;66.91;111.1;33.845;68.25;15.405
15/02/2013;3660.37;66.51;110.5;34.215;69;15.695
18/02/2013;3667.04;66.12;110.05;34.25;69.29;15.82
19/02/2013;3735.82;67.96;111.7;35.455;70.55;15.83
20/02/2013;3709.88;68.75;111.8;35.07;70.03;15.465
21/02/2013;3624.8;67.01;109.75;34;69.72;14.85
22/02/2013;3706.28;66.41;112.6;34.195;70.63;15.45
25/02/2013;3721.33;67.18;114.7;34.63;70.08;15.945
26/02/2013;3621.92;66.22;111.95;34.34;69.96;15.665
27/02/2013;3691.49;68.49;113.45;34.795;70.6;16.11
28/02/2013;3723;68.44;114.55;35.08;70.94;16.12
01/03/2013;3699.91;67.21;115.2;36.145;71.6;15.605
04/03/2013;3709.76;66.98;114.7;36.005;71.38;15.54
05/03/2013;3787.19;69.39;115.8;36.2;72.85;15.795
06/03/2013;3773.76;67.98;115.7;36.34;73.01;15.62
07/03/2013;3793.78;68.36;118.45;36.06;72.74;15.535
08/03/2013;3840.15;67.84;119.1;35.455;72.26;15.85
11/03/2013;3836.27;68.5;119.05;35.32;72.34;15.985
12/03/2013;3839.97;68.95;118.85;35.095;72.3;16.16
13/03/2013;3836.04;69.4;119.95;35.745;72.4;16.39
14/03/2013;3871.58;68.97;120.4;35.495;72.81;16.655
15/03/2013;3844.03;67.89;120.3;36.105;72.79;16.1
18/03/2013;3825.47;68.11;121.75;36.5;73;15.81
19/03/2013;3775.75;66.2;120.3;35.905;72.69;15.535
20/03/2013;3829.56;66.48;123.2;35.595;72.39;16.215
21/03/2013;3774.85;65.37;120.35;35.675;71.94;15.93
22/03/2013;3770.29;65.47;120.3;35.695;72.43;16.2
25/03/2013;3727.98;64.77;121.95;35.42;72.02;16.235
26/03/2013;3748.64;66.68;121.25;35.49;71.78;16.11
27/03/2013;3711.64;65.64;120.65;34.96;71.93;16.06
28/03/2013;3731.42;65.25;123.7;34.795;72.7;16.115
29/03/2013;3731.42;65.25;123.7;34.795;72.7;16.115
01/04/2013;3731.42;65.25;123.7;34.795;72.7;16.115
02/04/2013;3805.37;66.29;127.25;36.37;74.55;16.31
03/04/2013;3754.96;66.44;127.3;35.8;73.81;15.965
04/04/2013;3726.16;64.75;124.1;35.23;72.44;16.145
05/04/2013;3663.48;63.33;121.55;34.455;71.27;16.1
08/04/2013;3666.78;62.8;123.95;34.5;72.55;16.22
09/04/2013;3670.72;63.01;121.55;34.54;71.61;16.135
10/04/2013;3743.71;62.75;123.85;34.995;72.53;16.305
11/04/2013;3775.66;63.87;124.4;35.405;73.13;16.465
12/04/2013;3729.3;62.4;123.45;35.04;72.6;16.135
15/04/2013;3710.48;60.59;123.3;34.865;72.09;16.09
16/04/2013;3685.79;60.7;121.65;34.38;71.43;16.08
17/04/2013;3599.23;59.84;120.9;33.96;70.79;15.81
18/04/2013;3599.36;59.2;121.15;34.405;64.03;15.905
19/04/2013;3651.96;60.05;126.4;34.965;62.74;16.135
22/04/2013;3652.13;60;125.3;35.01;62.26;16.225
23/04/2013;3783.05;62.2;130.8;36.97;64.9;16.56
24/04/2013;3842.94;62.31;132.85;36.86;64.53;17
25/04/2013;3840.47;63.21;131;37.46;65.44;17.1
26/04/2013;3810.05;63.85;130.45;37.725;64.65;17
29/04/2013;3868.68;65.29;134.2;37.81;64.45;17.28
30/04/2013;3856.75;64.13;135.4;37.29;63.41;17.2
